title,url,summary
电力,https://baike.baidu.com/item/%E7%94%B5%E5%8A%9B/1250605,"
电力是以电能作为动力的能源。发明于19世纪70 年代，电力的发明和应用掀起了第二次工业化高潮。成为人类历史18世纪以来，世界发生的三次科技革命之一，从此科技改变了人们的生活。20世纪出现的大规模电力系统是人类工程科学史上最重要的成就之一，是由发电、输电、变电、配电和用电等环节组成的电力生产与消费系统。它将自然界的一次能源通过机械能装置转化成电力，再经输电、变电和配电将电力供应到各用户。
"
电力负荷中心,https://baike.baidu.com/item/%E7%94%B5%E5%8A%9B%E8%B4%9F%E8%8D%B7%E4%B8%AD%E5%BF%83/10721355,"
电力负荷中心是指电能消费的集中地区。通常为工业、人口和城市集聚的地区。
"
鲁迅,https://baike.baidu.com/item/%E9%B2%81%E8%BF%85,"
鲁迅（1881年9月25日－1936年10月19日），原名周樟寿，后改名周树人，字豫山，后改豫才，“鲁迅”是他1918年发表《狂人日记》时所用的笔名，也是他影响最为广泛的笔名，浙江绍兴人。著名文学家、思想家，五四新文化运动的重要参与者，中国现代文学的奠基人。毛泽东曾评价：“鲁迅的方向，就是中华民族新文化的方向。”[1-6] 
鲁迅一生在文学创作、文学批评、思想研究、文学史研究、翻译、美术理论引进、基础科学介绍和古籍校勘与研究等多个领域具有重大贡献。他对于五四运动以后的中国社会思想文化发展具有重大影响，蜚声世界文坛，尤其在韩国、日本思想文化领域有极其重要的地位和影响，被誉为“二十世纪东亚文化地图上占最大领土的作家”。[7-9] 

"
广播,https://baike.baidu.com/item/%E5%B9%BF%E6%92%AD,"
广播是指通过无线电波或导线传送声音的新闻传播工具。通过无线电波传送节目的称无线广播，通过导线传送节目的称有线广播。广播诞生于20世纪20年代。广播的优势是对象广泛，传播迅速，功能多样，感染力强；劣势是一瞬即逝，顺序收听，不能选择，语言不通则收听困难。
"
通信,https://baike.baidu.com/item/%E9%80%9A%E4%BF%A1/300982,"
通信，指人与人或人与自然之间通过某种行为或媒介进行的信息交流与传递，从广义上指需要信息的双方或多方在不违背各自意愿的情况下采用任意方法，任意媒质，将信息从某方准确安全地传送到另方[1] 
。
"
电力系统,https://baike.baidu.com/item/%E7%94%B5%E5%8A%9B%E7%B3%BB%E7%BB%9F/338401,"
电力系统是由发电厂、送变电线路、供配电所和用电等环节组成的电能生产与消费系统。它的功能是将自然界的一次能源通过发电动力装置转化成电能，再经输电、变电和配电将电能供应到各用户。为实现这一功能，电力系统在各个环节和不同层次还具有相应的信息与控制系统，对电能的生产过程进行测量、调节、控制、保护、通信和调度，以保证用户获得安全、优质的电能。电力系统的主体结构有电源（水电站、火电厂、核电站等发电厂），变电所（升压变电所、负荷中心变电所等），输电、配电线路和负荷中心。各电源点还互相联接以实现不同地区之间的电能交换和调节，从而提高供电的安全性和经济性。输电线路与变电所构成的网络通常称电力网络。电力系统的信息与控制系统由各种检测设备、通信设备、安全保护装置、自动控制装置以及监控自动化、调度自动化系统组成。电力系统的结构应保证在先进的技术装备和高经济效益的基础上，实现电能生产与消费的合理协调。
"
智能化,https://baike.baidu.com/item/%E6%99%BA%E8%83%BD%E5%8C%96,"
智能化是现代人类文明发展的趋势，要实现智能化，智能材料是不可缺少的重要环节。智能材料是材料科学发展的一个重要方向，也是材料科学发展的必然。智能材料结构是一门新兴起的多学科交叉的综合科学。智能材料的研究内容十分丰富，涉及许多前沿学科和高新智能材料在工农业生产、科学技术、人民生活、国民经济等各方面起着非常重要的作用，应用领域十分广阔。[1] 

"
高效,https://baike.baidu.com/item/%E9%AB%98%E6%95%88,"
高效，指效能高的，基本解释是效率高的。指在相同或更短的时间里完成比其他人更多的任务，而且质量与其他人一样或者更好。
"
一次能源,https://baike.baidu.com/item/%E4%B8%80%E6%AC%A1%E8%83%BD%E6%BA%90,"
按能源的基本形态分类，能源可分为一次能源和二次能源。一次能源是指自然界中以原有形式存在的、未经加工转换的能量资源，又称天然能源，如煤炭、石油、天然气、水能等[1] 
。
"
电子,https://baike.baidu.com/item/%E7%94%B5%E5%AD%90,"
最早发现的基本粒子。带负电，电量为1.602189×10-19库仑，是电量的最小单元。质量为9.10953×10-28克。 常用符号e表示。1897年由英国物理学家约瑟夫·约翰·汤姆生在研究阴极射线时发现。一切原子都由一个带正电的原子核和围绕它运动的若干电子组成。电子的定向运动形成电流，如金属导线中的电流。利用电场和磁场，能按照需要控制电子的运动(在固体、真空中)，从而制造出各种电子仪器和元件，如各种电子管、电子显微镜等。电子的波动性于1927年由晶体衍射实验得到证实。[1] 

"
玻璃管,https://baike.baidu.com/item/%E7%8E%BB%E7%92%83%E7%AE%A1,"
玻璃管是非金属管的一类英文，是以氧化钠（Na2O）、氧化硼（B2O3）、二氧化硅（SiO2）为基本成份的一种玻璃。它的良好性能已得到世界各界的广泛认可，与普通玻璃相比，无毒副作用，其机械性能，热稳定性能，抗水、抗碱、抗酸等性质大大提高，可广泛用于化工、航天、军事、家庭、医院等各个领域，具有良好的推广价值和社会效益，该种玻璃在我国出现是基础材料工业的又一次新革命。
"
危害,https://baike.baidu.com/item/%E5%8D%B1%E5%AE%B3,"
危险灾害。 《荀子·荣辱》：“荣辱之大分，安危利害之常体……材悫者常安利，荡悍者常危害。”《韩非子·奸劫弑臣》：“人焉能去安利之道，而就危害之处哉！”《汉书·西域传上·罽宾国》：“险阻危害，不可胜言。” 2. 使受破坏；伤害。 《后汉书·孔融传》：“怨毒渐积，志相危害，闻之怃然，中夜而起。”《南史·垣护之传》：“ 元徽 末， 苍梧 凶狂，恒欲危害 高帝 。” 周立波 《山乡巨变》上一：“那些危害猪牛鸡鸭的野物：黄竹筒、黄豺狗、野猫子，都归他们管。”能引起人员的伤害或对人员的健康造成负面影响的情况。（危害因素可能导致的后果）识别危害时应充分考虑人员、设备、材料、环境、方法五个方面和正常、异常、紧急三个状态。
"
曹禺,https://baike.baidu.com/item/%E6%9B%B9%E7%A6%BA,"
曹禺（1910年9月24日—1996年12月13日），中国杰出的现代话剧剧作家，原名万家宝，字小石，小名添甲。汉族，祖籍湖北潜江，出生在天津一个没落的封建官僚家庭里。其父曾任总统黎元洪的秘书，后赋闲在家，抑郁不得志。曹禺幼年丧母，在压抑的氛围中长大，个性苦闷而内向。1922年，入读南开中学，并参加了南开新剧团[1] 
。曹禺笔名的来源是因为本姓“万”（繁体字），繁体万字为草字头下一个禺。于是他将万字上下拆为‘草禺’，又因“草”不像个姓，故取谐音字个‘曹’，两者组合而得曹禺。曹禺是中国现代话剧史上成就最高的剧作家。曹禺自小随继母辗转各个戏院听曲观戏，故而从小心中便播下了戏剧的种子。其代表作品有《雷雨》、《日出》、《原野》、《北京人》。1996年12月13日，因长期疾病，曹禺在北京医院辞世，享年86岁。曹禺作为中国新文化运动的开拓者之一，与鲁迅、郭沫若、茅盾、巴金、老舍齐名。他是中国现代戏剧的泰斗，戏剧教育家，历任中国文联常委委员、执行主席；中国戏剧家协会常务理事，副主席；中国作协理事，北京市文联主席；中央戏剧学院副院长，名誉院长；北京人民艺术剧院院长等职务。他所创造的每一个角色，都给人留下了难忘的印象。1934年曹禺的话剧处女作《雷雨》问世，在中国现代话剧史上具有极其重大的意义，它被公认为是中国现代话剧成熟的标志，曹禺先生也因此被誉为“东方的莎士比亚”[2] 
。
"
电场,https://baike.baidu.com/item/%E7%94%B5%E5%9C%BA,"
电场是电荷及变化磁场周围空间里存在的一种特殊物质。电场这种物质与通常的实物不同，它不是由分子原子所组成，但它是客观存在的，电场具有通常物质所具有的力和能量等客观属性。电场的力的性质表现为：电场对放入其中的电荷有作用力，这种力称为电场力。电场的能的性质表现为：当电荷在电场中移动时，电场力对电荷做功（这说明电场具有能量）。
"
电,https://baike.baidu.com/item/%E7%94%B5,"
电是一种自然现象，指电荷运动所带来的现象。自然界的闪电就是电的一种现象。电是像电子和质子这样的亚原子粒子之间产生的排斥力和吸引力的一种属性。它是自然界四种基本相互作用之一。电子运动现象有两种：我们把缺少电子的原子说为带正电荷，有多余电子的原子说为带负电荷。电是个一般术语，是静止或移动的电荷所产生的物理现象。在大自然里，电的机制给出了很多众所熟知的效应，例如闪电、摩擦起电、静电感应、电磁感应等等。
"
环境破坏,https://baike.baidu.com/item/%E7%8E%AF%E5%A2%83%E7%A0%B4%E5%9D%8F,"
自然是人类生活的家园，人类的生存和发展必须依赖自然环境和自然资源。由于人类对自然的开发利用，改变了原有的生存环境，人与自然的相互依赖关系变成了对立的关系，自然环境遭到严重破坏，生态平衡被打破，资源被过度开发。自中国改革开放以来，由于农业生产中农业科技的广泛使用，农业科技影响了农村的自然环境，农村原有的生态失去平衡，农村资源大面积开发而造成浪费严重，人与自然的关系变成了主客对立的关系，人与自然和谐相处的伦理秩序遭到严重破坏，自然生态伦理面临严重危机。[1] 

"
非金属,https://baike.baidu.com/item/%E9%9D%9E%E9%87%91%E5%B1%9E,"
非金属在通常条件下为气体或没有金属特性的脆性固体或液体，如元素周期表右上部15个元素和氢元素，零族元素的单质。大部分非金属原子具有较多的价层s、p电子，可以形成双原子分子气体或骨架状，链状或层状大分子的晶体结构。
"
晋书,https://baike.baidu.com/item/%E6%99%8B%E4%B9%A6,"
《晋书》，中国的二十四史之一，唐房玄龄等人合著，作者共二十一人[1] 
。记载的历史上起三国时期司马懿早年，下至东晋恭帝元熙二年（420年）刘裕废晋帝自立，以宋代晋。该书同时还以“载记”形式，记述了十六国政权的状况。原有叙例、目录各一卷，帝纪十卷，志二十卷，列传七十卷，载记三十卷，共一百三十二卷。后来叙例、目录失传，今存一百三十卷。
"
变电所,https://baike.baidu.com/item/%E5%8F%98%E7%94%B5%E6%89%80,"
变电所(substation)，顾名思义，就是改变电压的场所。是电力系统中对电能的电压和电流进行变换、集中和分配的场所。为保证电能的质量以及设备的安全，在变电所中还需进行电压调整、潮流（电力系统中各节点和支路中的电压、电流和功率的流向及分布）控制以及输配电线路和主要电工设备的保护。按用途可分为电力变电所和牵引变电所（电气铁路和电车用）。在国家标准GB 50053-94《10kv及以下变电所设计规范》里面规定的术语定义是“10千伏及以下交流电源经电力变压器变压后对用电设备供电”，符合这个的就是变电所。
"
电磁感应定律,https://baike.baidu.com/item/%E7%94%B5%E7%A3%81%E6%84%9F%E5%BA%94%E5%AE%9A%E5%BE%8B,"
电磁感应定律也叫法拉第电磁感应定律，电磁感应现象是指因磁通量变化产生感应电动势的现象，例如，闭合电路的一部分导体在磁场里做切割磁感线的运动时，导体中就会产生电流，产生的电流称为感应电流，产生的电动势（电压）称为感应电动势[1] 
。电磁感应定律中电动势的方向可以通过楞次定律或右手定则来确定。右手定则内容：伸平右手使姆指与四指垂直，手心向着磁场的N极，姆指的方向与导体运动的方向一致，四指所指的方向即为导体中感应电流的方向（感应电动势的方向与感应电流的方向相同）。楞次定律指出：感应电流的磁场要阻碍原磁通的变化。简而言之，就是磁通量变大，产生的电流有让其变小的趋势；而磁通量变小，产生的电流有让其变大的趋势。[1] 
感应电动势的大小由法拉第电磁感应定律确定；e(t) = -n(dΦ)/(dt)。对动生的情况也可用E=BLV来求。[1] 

"
二次能源,https://baike.baidu.com/item/%E4%BA%8C%E6%AC%A1%E8%83%BD%E6%BA%90,"
二次能源是转化过形式的能源，是由一次能源经过加工或转换得到的其他种类和形式的能源，也称“次级能源”或“人工能源”。包括煤气、焦炭、汽油、煤油、柴油、重油、液化石油气、酒精、沼气、电力、蒸汽、热水、氢能等。生产过程中的裕压、余热，如锅炉烟道排放的高温烟气，反应装置排放的可燃废气、废蒸汽、废热水，密闭反应器向外排放的有压流体等也属于二次能源。
"
压强,https://baike.baidu.com/item/%E5%8E%8B%E5%BC%BA,"
物体所受的压力与受力面积之比叫做压强，压强用来比较压力产生的效果，压强越大，压力的作用效果越明显。压强的计算公式是：p=F/S，压强的单位是帕斯卡，符号是Pa。增大压强的方法有：在受力面积不变的情况下增加压力或在压力不变的情况下减小受力面积。减小压强的方法有：在受力面积不变的情况下减小压力或在压力不变的情况下增大受力面积。液体对容器内部的侧壁和底部都有压强，压强随液体深度增加而增大。液体内部压强的特点是：液体由内部向各个方向都有压强；压强随深度的增加而增加；在同一深度，液体向各个方向的压强相等；液体压强还跟液体的密度有关，液体密度越大，压强也越大。液体内部压强的大小可以用压强计来测量。
"
重子,https://baike.baidu.com/item/%E9%87%8D%E5%AD%90,"
在现代粒子物理学的标准模型理论中，重子这一名词是指由三个夸克（或者三个反夸克组成反重子）组成的复合粒子。在这理论中它是强子的一类。值得注意的是，因为重子属于复合粒子，所以不是基本粒子。最常见的重子有组成日常物质原子核的质子和中子，与反质子、反中子合称为核子。
"
化学元素,https://baike.baidu.com/item/%E5%8C%96%E5%AD%A6%E5%85%83%E7%B4%A0,"
化学元素（Chemical element）就是具有相同的核电荷数（即核内质子数）的一类原子的总称。从哲学角度解析，是原子的电子数目发生量变而导致质变的结果。[1] 
化学元素（英语：Chemical element），指自然界中一百多种基本的金属和非金属物质，它们只由一种原子组成，其原子中的每一核子具有同样数量的质子，用一般的化学方法不能使之分解，并且能构成一切物质。 一些常见元素的例子有氢，氮和碳。到2012年为止，总共有118种元素被发现，其中94种是存在于地球上。拥有原子序数大于83（即铋之后的元素）都是不稳定，并会进行放射衰变。 第43和第61种元素（即锝和钷）没有稳定的同位素，会进行衰变。可是，即使是原子序数高达95，没有稳定原子核的元素都一样能在自然中找到，这就是铀和钍的自然衰变。[1]
"
天空光,https://baike.baidu.com/item/%E5%A4%A9%E7%A9%BA%E5%85%89/6873224,"
天空光是一种很特殊的光源。准确的说天空光不应该称为光源，它是由于太阳光经过大气层时大气中的空气分子、尘埃和水蒸汽漫反射形成的现象，所以，它也可以看成是太阳光的间接照明。
"
氧化钠,https://baike.baidu.com/item/%E6%B0%A7%E5%8C%96%E9%92%A0,"
氧化钠（化学式Na2O，式量61.9789，英文别名：sodium oxide，类别氧化物），白色无定形片状或粉末。对湿敏感。在暗红炽热时熔融，遇水起剧烈化合反应，形成氢氧化钠。相对密度 2.27。不燃，具腐蚀性、强刺激性，可致人体灼伤。对人体有强烈刺激性和腐蚀性。
"
无线广播,https://baike.baidu.com/item/%E6%97%A0%E7%BA%BF%E5%B9%BF%E6%92%AD,"
无线广播即是调频广播，调频广播是一种以无线发射的方式来传输广播的设备。具有无需立杆架线，覆盖范围广，无限扩容，安装维护方便，投资省，音质优美清晰的特点。
"
狂人日记,https://baike.baidu.com/item/%E7%8B%82%E4%BA%BA%E6%97%A5%E8%AE%B0/11577,"
《狂人日记》是鲁迅创作的第一个短篇白话日记体小说，也是中国第一部现代白话文小说，写于1918年4月。该文首发于1918年5月15日4卷5号的《新青年》月刊，后收入《呐喊》集，编入《鲁迅全集》第一卷。[1] 
小说通过被迫害者“狂人”的形象以及“狂人”的自述式的描写，揭示了封建礼教的“吃人”本质，表现了作者对以封建礼教为主体内涵的中国封建文化的反抗；也表现了作者深刻的忏悔意识。作者以彻底的“革命民主主义”的立场对中国的文化进行了深刻的反思，同时对中国的甚至是人类的前途表达了深广的忧愤。[2] 

"
电荷,https://baike.baidu.com/item/%E7%94%B5%E8%8D%B7,"
电荷（electric charge） ，为物体或构成物体的质点所带的正电或负电，带正电的粒子叫正电荷（表示符号为“+”），带负电的粒子叫负电荷（表示符号为“﹣”）。也是某些基本粒子(如电子和质子)的属性，同种电荷相互排斥，异种电荷相互吸引。在电磁学里，电荷diànhè（Electric charge）是物质的一种物理性质。称带有电荷的物质为“带电物质”。两个带电物质之间会互相施加作用力于对方，也会感受到对方施加的作用力，所涉及的作用力遵守库仑定律。电荷分为两种，“正电荷”与“负电荷”。带有正电荷的物质称为“带正电”；带有负电荷的物质称为“带负电”。假若两个物质都带有正电或都带有负电，则称这两个物质“同电性”，否则称这两个物质“异电性”。两个同电性物质会相互感受到对方施加的排斥力；两个异电性物质会相互感受到对方施加的吸引力。同种电荷互相排斥，异种电荷互相吸引。电荷是许多次原子粒子所拥有的一种基本守恒性质。称带有电荷的粒子为“带电粒子”。电荷决定了带电粒子在电磁方面的物理行为。静止的带电粒子会产生电场，移动中的带电粒子会产生电磁场，带电粒子也会被电磁场所影响。一个带电粒子与电磁场之间的相互作用称为电磁力或电磁相互作用。这是四种基本相互作用中的一种。
"
无线电波,https://baike.baidu.com/item/%E6%97%A0%E7%BA%BF%E7%94%B5%E6%B3%A2,"
无线电波是指在自由空间（包括空气和真空）传播的射频频段的电磁波。无线电波的波长越短、频率越高，相同时间内传输的信息就越多。无线电波在空间中的传播方式有以下情况：直射、反射、折射、穿透、绕射（衍射）和散射。
"
电子伏特,https://baike.baidu.com/item/%E7%94%B5%E5%AD%90%E4%BC%8F%E7%89%B9,"
电子伏特（electron volt），符号为eV，是能量的单位。代表一个电子（所带电量为-1.6×10-19C）经过1伏特的电位差加速后所获得的动能。电子伏特与SI制的能量单位焦耳（J）的换算关系是1 eV = 1.602176565(35)×10-19 J
"
调度自动化,https://baike.baidu.com/item/%E8%B0%83%E5%BA%A6%E8%87%AA%E5%8A%A8%E5%8C%96,"
调度自动化是利用以电子计算机为核心的控制系统和远动技术实现电力系统调度的自动化，它包括安全监控、安全分析、状态估计、在线负荷预测、自动发电控制、自动经济调度等项内容。调度自动化是电力系统综合自动化的重要部分，它可帮助值班调度人员提高运行管理水平，使电力系统随时处于安全、经济运行状态，保证向用户提供优质电能。
"
笔名,https://baike.baidu.com/item/%E7%AC%94%E5%90%8D,"
笔名是作者发表作品时，隐去真实姓名所署的别名。这种文学现象比较常见，鲁迅《花边文学·序言》：“我本也可以就此搁笔，但为了赌气，却还是改些作法，换些笔名，托人抄写了去投稿。”巴金《沉默集·序》：“但是我也用过别的笔名发表了几篇文章。”
"
含义,https://baike.baidu.com/item/%E5%90%AB%E4%B9%89,"
含义是一个汉语词汇，拼音为hán yì，基本意思是所包含的意义；暗示，示意。遗指带有某种意思，不完全表露出来；或里面存在着，表面不清晰。出自《四世同堂》、《东方》等文献。
"
